START_ID,END_ID,TYPE,name
多发性内分泌肿瘤综合征Ⅰ型,鸡蛋,do_eat,宜吃
原发性心脏肿瘤,白果（干）,do_eat,宜吃
脊柱、脊髓损伤,白果（干）,do_eat,宜吃
小儿时期常见的呕吐,鸡蛋,do_eat,宜吃
小儿急性喉炎,栗子（熟）,do_eat,宜吃
人格障碍,南瓜子仁,do_eat,宜吃
性高潮障碍,腰果,do_eat,宜吃
海绵体血管瘤,香菇（鲜）,do_eat,宜吃
双颌前突,乌骨鸡,do_eat,宜吃
肾动静脉瘘,鹌鹑蛋,do_eat,宜吃
眼球突出,薇菜,do_eat,宜吃
腹主动脉瘤,南瓜子仁,do_eat,宜吃
睡眠型癫痫,菜花,do_eat,宜吃
伴纤维囊性骨炎的假性甲状旁腺功能低下症,莲子,do_eat,宜吃
人蠕形螨病,鸡肉,do_eat,宜吃
硬红斑,鸡心,do_eat,宜吃
腹部肿块,腰果,do_eat,宜吃
癫痫伴发的精神障碍,芝麻,do_eat,宜吃
玻璃体出血,葵花子仁,do_eat,宜吃
感染性关节炎,南瓜子仁,do_eat,宜吃
暴露性角膜炎,鸡蛋黄,do_eat,宜吃
糖尿病肾病,鸭肉,do_eat,宜吃
慢性腹泻,鳕鱼,do_eat,宜吃
先天性主动脉瓣上狭窄,鹿肉,do_eat,宜吃
化学性眼外伤,鸡蛋,do_eat,宜吃
慢性进行性舞蹈病,鸡翅,do_eat,宜吃
肠道病毒所致各系统感染,南瓜子仁,do_eat,宜吃
高血压肾病,葵花子仁,do_eat,宜吃
不稳定血红蛋白病,母鸡,do_eat,宜吃
青春发育延迟及性幼稚,薇菜,do_eat,宜吃
足癣,鸡心,do_eat,宜吃
乳头状腺瘤,鸡心,do_eat,宜吃
尿道结核,核桃,do_eat,宜吃
卵巢功能缺如综合征,薇菜,do_eat,宜吃
苔藓样念珠状疹,鸭肉,do_eat,宜吃
颅内转移瘤,鸭肝,do_eat,宜吃
维生素A缺乏病,白果（干）,do_eat,宜吃
不稳定型心绞痛,莲子,do_eat,宜吃
胸锁关节脱位,鸭肝,do_eat,宜吃
荨麻疹,芝麻,do_eat,宜吃
小儿粘连性肠梗阻,鸡蛋,do_eat,宜吃
肝炎后综合征,芝麻,do_eat,宜吃
阿克森费尔德-里格尔综合征,黑豆,do_eat,宜吃
产后虚羸,鸭蛋,do_eat,宜吃
成人全垂体功能减退,芝麻,do_eat,宜吃
热带痉挛性轻截瘫,芝麻,do_eat,宜吃
手部神经损伤,鸡蛋,do_eat,宜吃
上颌窦癌,鸡蛋黄,do_eat,宜吃
脑型肺吸虫病,杏仁,do_eat,宜吃
先天性胆管囊状扩张,腰果,do_eat,宜吃
溃疡性结肠炎,鸡蛋,do_eat,宜吃
原发性下肢静脉瓣膜关闭不全,栗子（熟）,do_eat,宜吃
肝小静脉闭塞症,鸡,do_eat,宜吃
脉络膜出血,鸡内金,do_eat,宜吃
妊娠合并急性胆囊炎,赤砂糖,do_eat,宜吃
经行发热,鸡肉,do_eat,宜吃
感染性腹主动脉瘤,鸡蛋,do_eat,宜吃
甲癣,绿豆,do_eat,宜吃
肱骨外髁颈骨折,乌骨鸡,do_eat,宜吃
心血管和血栓栓塞综合征,鸡蛋,do_eat,宜吃
胃肠道功能紊乱,鹿肉,do_eat,宜吃
小儿急性髓样白血病,黄豆粉,do_eat,宜吃
蛋白丢失性胃肠病,鸡肉,do_eat,宜吃
胞痹,鹅肝,do_eat,宜吃
近端(Ⅱ型)肾小管性酸中毒,鸡肉,do_eat,宜吃
舟骨骨折,红葡萄酒,do_eat,宜吃
小儿阵发性室性心动过速,腰果,do_eat,宜吃
肝脏类癌,芝麻,do_eat,宜吃
休止期脱发,芝麻,do_eat,宜吃
小儿肾上腺皮质功能不全,白扁豆,do_eat,宜吃
厥脱,鸭蛋,do_eat,宜吃
原发性骨淋巴瘤,芝麻,do_eat,宜吃
大肠癌,葵花子仁,do_eat,宜吃
自然流产,鸭蛋,do_eat,宜吃
性障碍,腰果,do_eat,宜吃
妊娠合并糖尿病,莲子,do_eat,宜吃
阿尔采末病,栗子（熟）,do_eat,宜吃
坏死性肠炎,芹菜叶,do_eat,宜吃
无痛性甲状腺炎,鸡腿,do_eat,宜吃
尿道狭窄,鸡肉,do_eat,宜吃
糖尿病酮症酸中毒,松子仁,do_eat,宜吃
剥脱性骨软骨炎,鸡蛋,do_eat,宜吃
肾移植,鸡蛋,do_eat,宜吃
胶质细胞瘤,南瓜子仁,do_eat,宜吃
妇科综合,鹅肉,do_eat,宜吃
内分泌性肌病,鸡血,do_eat,宜吃
多肌腱末端病,芝麻,do_eat,宜吃
脾破裂,蜂蜜,do_eat,宜吃
经腹会阴直肠癌根治术后盆底腹膜疝,绿豆,do_eat,宜吃
妊娠合并皮质醇增多症,鹅,do_eat,宜吃
脑梗死,青豆,do_eat,宜吃
扩张型心肌病,南瓜子仁,do_eat,宜吃
痴呆,芝麻,do_eat,宜吃
项痈,腰果,do_eat,宜吃
肩-手综合征,南瓜子仁,do_eat,宜吃
系统性血管炎,青豆,do_eat,宜吃
淋病合并症前列腺炎,鸡心,do_eat,宜吃
阴道腺癌,鸡肉,do_eat,宜吃
Goodpasture综合征,栗子（熟）,do_eat,宜吃
色欲伤,鸡蛋,do_eat,宜吃
白塞病,芝麻,do_eat,宜吃
血管畸形引起的吞咽困难,黑豆,do_eat,宜吃
发育性骨盆异常,荸荠粉,do_eat,宜吃
肺吸虫病,青豆,do_eat,宜吃
脑膜肉瘤,松子仁,do_eat,宜吃
嗜血细胞综合症,菜花,do_eat,宜吃
老年期抑郁障碍,番茄,do_eat,宜吃
化脓性耳廓软骨膜炎,芝麻,do_eat,宜吃
转移性胸膜肿瘤,白果（干）,do_eat,宜吃
梅毒性巩膜炎,鸡血,do_eat,宜吃
嗜血流感杆菌的皮肤感染,花生,do_eat,宜吃
腹膜转移癌,鸡蛋,do_eat,宜吃
流感嗜血杆菌感染,鸡内金,do_eat,宜吃
神经纤维瘤病,鸭肉,do_eat,宜吃
慢性嗜酸性粒细胞性肺炎,鸽蛋,do_eat,宜吃
毛石肠梗阻综合征,鹿肉,do_eat,宜吃
冻伤,鸡蛋,do_eat,宜吃
手术后和创伤后肺炎,葵花子仁,do_eat,宜吃
小儿过敏性紫瘢,白果（干）,do_eat,宜吃
淋病合并症精囊炎,南瓜子仁,do_eat,宜吃
骨纤维肉瘤,莲子,do_eat,宜吃
晶体异位和脱位,葵花子仁,do_eat,宜吃
先天性主动脉弓畸形,鹿肉,do_eat,宜吃
高位截瘫,鸡肝,do_eat,宜吃
肌注硬结感染,白果（干）,do_eat,宜吃
食管损伤,青豆,do_eat,宜吃
直肠损伤,豆浆,do_eat,宜吃
眼眶神经鞘瘤,芝麻,do_eat,宜吃
头皮糠疹,腰果,do_eat,宜吃
营养性贫血,鸡心,do_eat,宜吃
结节性甲状腺肿,南瓜子仁,do_eat,宜吃
残胃平滑肌肉瘤,鸭翅,do_eat,宜吃
抽动症,咸鸭蛋,do_eat,宜吃
酒精性弱视,葵花子仁,do_eat,宜吃
手足皲裂,白果（鲜）,do_eat,宜吃
阿米巴病肠穿孔,春笋,do_eat,宜吃
腹腔妊娠,鸡肉,do_eat,宜吃
特发性肺纤维化,芝麻,do_eat,宜吃
溶血过度所致贫血,鸡蛋黄,do_eat,宜吃
痢疾,鸡心,do_eat,宜吃
穿腹膜疝,绿豆,do_eat,宜吃
中毒性眩晕,鸡蛋,do_eat,宜吃
脉络膜新生血管,葵花子仁,do_eat,宜吃
铋中毒,南瓜子仁,do_eat,宜吃
小儿低氯性氮质血症综合征,鸡蛋黄,do_eat,宜吃
甲状腺癌,鸡肉,do_eat,宜吃
分娩,鹅肉,do_eat,宜吃
金黄色葡萄球菌肺炎,芝麻,do_eat,宜吃
胃隔膜,葵花子仁,do_eat,宜吃
喉结核,南瓜子仁,do_eat,宜吃
肺炎链球菌性肺炎,芝麻,do_eat,宜吃
皮肤T细胞淋巴样增生,赤砂糖,do_eat,宜吃
肠郁,鸡蛋,do_eat,宜吃
小儿低钠血症,腰果,do_eat,宜吃
上皮样囊肿,鸭肝,do_eat,宜吃
血友病,腰果,do_eat,宜吃
老年人急性感染后肾炎,鸡内金,do_eat,宜吃
创伤性心源性溶血性贫血,鸡蛋黄,do_eat,宜吃
白睛溢血,鹅肝,do_eat,宜吃
急性腹型-高脂血症综合征,鸡心,do_eat,宜吃
小儿肺隔离症,莲子,do_eat,宜吃
结胸证,鸡肉,do_eat,宜吃
脂肪肝,芝麻,do_eat,宜吃
脑型疟疾,鸡蛋,do_eat,宜吃
小儿迁延性肾小球肾炎,芝麻,do_eat,宜吃
鼻疖,芝麻,do_eat,宜吃
年龄相关性白内障,芝麻,do_eat,宜吃
小儿法洛四联症,莲子,do_eat,宜吃
霍奇金病,白果（鲜）,do_eat,宜吃
皮肤B细胞淋巴样结节型增生,鹌鹑蛋,do_eat,宜吃
小肠纤维瘤,鸡蛋,do_eat,宜吃
血色病性骨关节病,冰糖,do_eat,宜吃
脊椎骨髓炎,鸡肉,do_eat,宜吃
小儿急性非淋巴细胞性白血病,鸽蛋,do_eat,宜吃
小儿急性胃炎,鸡蛋黄,do_eat,宜吃
骨坏死,鸡肝,do_eat,宜吃
细菌性肝脓肿,鸡肉,do_eat,宜吃
萎缩性胆囊炎,芹菜,do_eat,宜吃
二硫化碳中毒,南瓜,do_eat,宜吃
先天性主动脉弓畸形,栗子（熟）,do_eat,宜吃
基底细胞腺瘤,鹅肉,do_eat,宜吃
妊娠舞蹈病,鹅,do_eat,宜吃
老年人心肌梗死,莲子,do_eat,宜吃
成人类风湿性关节炎性巩膜炎,芝麻,do_eat,宜吃
结节性红斑,鸡心,do_eat,宜吃
消化不良,黑豆,do_eat,宜吃
系统性血管炎所致神经损害,鹌鹑蛋,do_eat,宜吃
小儿慢性大疱性疾病,芝麻,do_eat,宜吃
盲肠阿米巴肉芽肿,蜂蜜,do_eat,宜吃
慢性输卵管卵巢炎,白果（鲜）,do_eat,宜吃
疱疹样皮炎,葵花子仁,do_eat,宜吃
急性脓胸,葵花子仁,do_eat,宜吃
早孕反应,鹌鹑蛋,do_eat,宜吃
重症肌无力,葵花子仁,do_eat,宜吃
纤维性骨炎,花生仁（炒）,do_eat,宜吃
低血糖综合征,黑芝麻,do_eat,宜吃
慢性肾功能衰竭,花生,do_eat,宜吃
成人肥大性幽门狭窄,芝麻,do_eat,宜吃
小肠异物,鸡肉,do_eat,宜吃
着色芽生菌病和暗色丝孢霉病,鸡心,do_eat,宜吃
嗜酸性细胞增多症,鸡心,do_eat,宜吃
大颗粒淋巴细胞白血病,鸭翅,do_eat,宜吃
妊娠合并动脉导管未闭,鹌鹑蛋,do_eat,宜吃
鼻疽,白果（鲜）,do_eat,宜吃
酒精性肝硬化,莲子,do_eat,宜吃
龋齿,鹿肉,do_eat,宜吃
神经系统的放射性损伤,白果（干）,do_eat,宜吃
多发性骨骺发育不良,芝麻,do_eat,宜吃
尺桡骨骨干双骨折,鸭肝,do_eat,宜吃
铝骨病,鸭肉,do_eat,宜吃
洁癖,葵花子仁,do_eat,宜吃
腮腺混合瘤,鸡心,do_eat,宜吃
唇腭裂,鸡蛋,do_eat,宜吃
妊娠合并肾病综合征,鹅,do_eat,宜吃
原发性纵隔感染,鸭肝,do_eat,宜吃
妊娠呕吐,桃仁,do_eat,宜吃
言语和语言发育障碍,绿豆,do_eat,宜吃
肌膜炎,红萝卜,do_eat,宜吃
髂腹股沟神经干痛,鸭蛋,do_eat,宜吃
早搏,鹿肉,do_eat,宜吃
细菌性角膜炎,鸡肉,do_eat,宜吃
视神经脊髓炎,腰果,do_eat,宜吃
继发性腹膜炎,绿豆,do_eat,宜吃
脱髓鞘,胡萝卜,do_eat,宜吃
肥胖症,鹅肉,do_eat,宜吃
哨兵痔,杏仁,do_eat,宜吃
微小核糖核酸病毒性角膜炎,莲子,do_eat,宜吃
鼻外伤,蜂蜜,do_eat,宜吃
三尖瓣关闭不全,莲子,do_eat,宜吃
先天性腹壁肌肉发育不良,鸡蛋,do_eat,宜吃
绝经期盆腔脏器脱垂,蜂蜜,do_eat,宜吃
处女膜闭锁,鸡蛋黄,do_eat,宜吃
颅骨骨髓炎,青豆,do_eat,宜吃
脉络膜脱离,鸡内金,do_eat,宜吃
小儿一氧化碳中毒,腰果,do_eat,宜吃
肾盂肾炎,鸡蛋,do_eat,宜吃
肠道气囊肿症,南瓜子仁,do_eat,宜吃
纵隔肿瘤,鸭蛋,do_eat,宜吃
脊椎外伤,鸡蛋,do_eat,宜吃
龋齿,鸡蛋清,do_eat,宜吃
颈内动脉海绵窦瘘,鹅肉,do_eat,宜吃
传染性软疣,白果（干）,do_eat,宜吃
疮疡,鸭蛋,do_eat,宜吃
肠毒性大肠埃希杆菌感染,鸭翅,do_eat,宜吃
白毛舌,生菜,do_eat,宜吃
银屑病关节炎及其伴发的葡萄膜炎,腰果,do_eat,宜吃
埃莱尔-当洛综合征,莲子,do_eat,宜吃
性功能障碍,杏仁,do_eat,宜吃
经行尿感,鸭蛋,do_eat,宜吃
直肠脱垂,莲子,do_eat,宜吃
鼠疫耶尔森菌肺炎,乌骨鸡,do_eat,宜吃
正中神经损伤,乌骨鸡,do_eat,宜吃
酸碱灼伤,鸭肉,do_eat,宜吃
鼻出血,栗子（鲜）,do_eat,宜吃
类固醇肌病,南瓜子仁,do_eat,宜吃
月经周期性精神病,白果（干）,do_eat,宜吃
偏头痛,青豆,do_eat,宜吃
唇癌,鸡肝,do_eat,宜吃
神经胶质瘤,黄豆粉,do_eat,宜吃
躯体感染伴发的精神障碍,鸡蛋,do_eat,宜吃
血吸虫病,南瓜子仁,do_eat,宜吃
癌症伴发的精神障碍,鸭肝,do_eat,宜吃
躯体形式障碍,花生,do_eat,宜吃
胃扭转,莲子,do_eat,宜吃
低血糖,鸭肝,do_eat,宜吃
乳管内乳头状瘤,鸡蛋黄,do_eat,宜吃
慢性胰腺炎,栗子（熟）,do_eat,宜吃
乳腺脂肪肉瘤,青豆,do_eat,宜吃
颈部淋巴结结核,葵花子仁,do_eat,宜吃
肛瘘,芝麻,do_eat,宜吃
先天性髋内翻,芝麻,do_eat,宜吃
膀胱葡萄状肉瘤,鸡肉,do_eat,宜吃
浅部急性淋巴结炎和淋巴管炎,鹌鹑蛋,do_eat,宜吃
外伤性硬脑膜下积液,鸭肝,do_eat,宜吃
手外伤,鸭蛋,do_eat,宜吃
剥脱性皮炎,荸荠粉,do_eat,宜吃
急性播散性脑脊髓炎,白果（鲜）,do_eat,宜吃
妊娠期肝血肿及破裂,赤砂糖,do_eat,宜吃
中枢神经兴奋药中毒,葵花子仁,do_eat,宜吃
性变态,鸡蛋,do_eat,宜吃
鲍恩病,核桃,do_eat,宜吃
视网膜静脉阻塞,腰果,do_eat,宜吃
急进性肾小球肾炎,葵花子仁,do_eat,宜吃
颅骨骨髓炎,白果（干）,do_eat,宜吃
肩周炎,鸭蛋,do_eat,宜吃
下尺桡关节脱位,鸡肉,do_eat,宜吃
眼烧伤,鸡肉,do_eat,宜吃
脑缺血性疾病,鸡血,do_eat,宜吃
乙酰苯胺类中毒,花生,do_eat,宜吃
血管性血友病,鸭血(白鸭),do_eat,宜吃
多毛状小阴唇,鸡蛋,do_eat,宜吃
癌性疼痛,白果（鲜）,do_eat,宜吃
先天性非溶血性黄疸,栗子（熟）,do_eat,宜吃
尿失禁,腰果,do_eat,宜吃
胎膜早破,芝麻,do_eat,宜吃
心肌梗塞并发心室间隔穿破,鸡蛋黄,do_eat,宜吃
妊娠合并消化性溃疡,鸡蛋,do_eat,宜吃
基底节血肿,鸭肝,do_eat,宜吃
结膜干燥症,鸡蛋黄,do_eat,宜吃
外伤性低颅内压综合征,鸡肉,do_eat,宜吃
脐部脐肠系膜管息肉,鸡蛋,do_eat,宜吃
乳糜腹,鸽蛋,do_eat,宜吃
盘尾丝虫病,腰果,do_eat,宜吃
成人多动症,荸荠粉,do_eat,宜吃
先天性肺发育不全,鸡肉,do_eat,宜吃
乳房纤维瘤,芝麻,do_eat,宜吃
小儿丘疹性肢皮炎综合征,南瓜子仁,do_eat,宜吃
距骨骨折脱位,芝麻,do_eat,宜吃
妊娠合并肾病综合征,赤砂糖,do_eat,宜吃
坐骨疝,鸡肉,do_eat,宜吃
毛母质瘤,鸡肉,do_eat,宜吃
金疮,鸭蛋,do_eat,宜吃
小脑梗塞,豆浆,do_eat,宜吃
腺病毒性肠炎,腰果,do_eat,宜吃
胆石性肠梗阻,芝麻,do_eat,宜吃
小儿动脉导管未闭,鸡蛋,do_eat,宜吃
糖原累积病,莲子,do_eat,宜吃
干燥综合征,鸭肝,do_eat,宜吃
系统性红斑狼疮所致精神病,腰果,do_eat,宜吃
小儿维生素A缺乏病,鸡蛋,do_eat,宜吃
眼眶神经纤维瘤,鸡肉,do_eat,宜吃
闭经性头痛,鸡肉,do_eat,宜吃
胃肠疾病,豆腐,do_eat,宜吃
内痔,葵花子仁,do_eat,宜吃
髌骨软化症,鸡肝,do_eat,宜吃
进行性骨干发育不全,鸡蛋黄,do_eat,宜吃
膝关节退行性病变,白菜,do_eat,宜吃
结膜充血,芝麻,do_eat,宜吃
酒中毒性痴呆,白果（干）,do_eat,宜吃
腺样体肥大,鸡蛋,do_eat,宜吃
组织细胞增殖症,腰果,do_eat,宜吃
骨膜软骨瘤,芝麻,do_eat,宜吃
肺动脉闭锁,鸡腿,do_eat,宜吃
高血压脑出血,核桃,do_eat,宜吃
膈扑动,鹌鹑蛋,do_eat,宜吃
中暑,鳕鱼,do_eat,宜吃
大楼病综合征,小白菜,do_eat,宜吃
紫外线伤,葵花子仁,do_eat,宜吃
胆道张力低下综合征,腰果,do_eat,宜吃
布氏菌肺炎,莲子,do_eat,宜吃
褥疮,鸽肉,do_eat,宜吃
先天性二尖瓣畸形,莲子,do_eat,宜吃
破伤风,腰果,do_eat,宜吃
低血压,鸡心,do_eat,宜吃
放射性口炎,鸭蛋,do_eat,宜吃
癔病性昏厥,鸡肉,do_eat,宜吃
异位性皮炎,腰果,do_eat,宜吃
肾动脉狭窄,赤砂糖,do_eat,宜吃
玻璃体病,鸡肝,do_eat,宜吃
穿透性角膜移植术所致青光眼,莲子,do_eat,宜吃
小儿下腔静脉阻塞综合征,西瓜子仁,do_eat,宜吃
膀胱嗜铬细胞瘤,鸡肉,do_eat,宜吃
微小核糖核酸病毒性角膜炎,葵花子仁,do_eat,宜吃
眼球内炎,鸡肉,do_eat,宜吃
风湿性多肌痛,芝麻,do_eat,宜吃
钩虫皮炎,核桃,do_eat,宜吃
外阴上皮样肉瘤,芝麻,do_eat,宜吃
食管受压性吞咽困难,核桃,do_eat,宜吃
猝死型冠心病,核桃,do_eat,宜吃
上颌后缩,乌骨鸡,do_eat,宜吃
慢性腰部劳损,鹌鹑蛋,do_eat,宜吃
小儿癫痫,鸭肉,do_eat,宜吃
卵巢囊肿,芝麻,do_eat,宜吃
脑干肿瘤,核桃,do_eat,宜吃
耳硬化症,鸭肝,do_eat,宜吃
老年人肺心病,白扁豆,do_eat,宜吃
膀胱结石,鸡肉,do_eat,宜吃
基底细胞癌,黑豆,do_eat,宜吃
癫狂病,腰果,do_eat,宜吃
风寒感冒,腰果,do_eat,宜吃
慢性肾盂肾炎,鸡蛋,do_eat,宜吃
眶蜂窝织炎,黑芝麻,do_eat,宜吃
暴痢,鸡肉,do_eat,宜吃
经行泄水,鸡心,do_eat,宜吃
重度脂肪肝,猪排骨(大排),do_eat,宜吃
帽状腱膜下脓肿,鸭肝,do_eat,宜吃
血栓性静脉炎,鸡肉,do_eat,宜吃
心肌梗塞并发左心室室壁瘤,南瓜子仁,do_eat,宜吃
湿疹,鹿肉,do_eat,宜吃
毒瘾,核桃,do_eat,宜吃
失眠抑郁,莲子,do_eat,宜吃
绿脓杆菌性角膜溃疡,鸡蛋黄,do_eat,宜吃
空洞型肺结核,白果（干）,do_eat,宜吃
窝状角质松解症,腰果,do_eat,宜吃
手部屈指肌腱损伤,南瓜子仁,do_eat,宜吃
白内障,泥胡菜,do_eat,宜吃
毛根鞘癌,鸡血,do_eat,宜吃
喉喑,鸡蛋,do_eat,宜吃
红斑狼疮,鸭肝,do_eat,宜吃
甲状腺结节钙化,油菜,do_eat,宜吃
软化斑,芝麻,do_eat,宜吃
外阴乳头状瘤,葵花子仁,do_eat,宜吃
急性心力衰竭,南瓜子仁,do_eat,宜吃
小肠血管畸形,鸽蛋,do_eat,宜吃
先天性食管憩室,核桃,do_eat,宜吃
痢疾,白果（干）,do_eat,宜吃
消化道出血,桃仁,do_eat,宜吃
腹股沟滑动疝,芝麻,do_eat,宜吃
双侧束支传导阻滞,鸭肉,do_eat,宜吃
肉瘿,鸡蛋,do_eat,宜吃
小儿淋巴细胞间质性肺炎,芝麻,do_eat,宜吃
扭转痉挛,青豆,do_eat,宜吃
先天性马蹄内翻足,白果（干）,do_eat,宜吃
小儿多动症,葵花子仁,do_eat,宜吃
垂体性矮小病,鸭肉,do_eat,宜吃
白发,桃仁,do_eat,宜吃
膝关节结核,白果（干）,do_eat,宜吃
副溶血孤菌肠炎,芹菜叶,do_eat,宜吃
宫颈癌前病变,鸡肉,do_eat,宜吃
肠道息肉病,鸡蛋,do_eat,宜吃
第五日综合征,南瓜子仁,do_eat,宜吃
疔疮,鸡肉,do_eat,宜吃
氟骨症,鸭蛋,do_eat,宜吃
马蹄形肾,鸡肝,do_eat,宜吃
慢性创伤性滑囊炎,鸡内金,do_eat,宜吃
良性葡萄胎,芝麻,do_eat,宜吃
鱼鳞病,芝麻,do_eat,宜吃
输卵管癌三联症,鸭肝,do_eat,宜吃
外科皮脂腺囊肿,松子仁,do_eat,宜吃
筛窦恶性肿瘤,鸡蛋黄,do_eat,宜吃
黑色素瘤,鸡肝,do_eat,宜吃
慢性进行性舞蹈病,芝麻,do_eat,宜吃
膀胱损伤,鸡肉,do_eat,宜吃
桡骨远端骨骺分离,芝麻,do_eat,宜吃
脑弓形体病,白果（干）,do_eat,宜吃
常染色体显性多囊肾,田鸡,do_eat,宜吃
老年人吸入性肺炎,鸡内金,do_eat,宜吃
腹部肿瘤,小白菜,do_eat,宜吃
苦夏,鸭蛋,do_eat,宜吃
先天性性联无γ-球蛋白血症,芝麻,do_eat,宜吃
右室心肌梗死,薇菜,do_eat,宜吃
头皮血肿,鸡翅,do_eat,宜吃
脑型肺吸虫病,核桃,do_eat,宜吃
谵妄综合征,大豆,do_eat,宜吃
烧伤感染,薇菜,do_eat,宜吃
原发性膀胱输尿管返流,鸡肉,do_eat,宜吃
寒饮咳嗽,鸡蛋,do_eat,宜吃
踝关节骨折,鸡,do_eat,宜吃
双向性室性心动过速,鸡肉,do_eat,宜吃
门静脉高压性胃病,核桃,do_eat,宜吃
A链球菌群感染,核桃,do_eat,宜吃
外伤性脂肪坏死,鸡蛋,do_eat,宜吃
恋物癖,莲子,do_eat,宜吃
心包囊肿,南瓜子仁,do_eat,宜吃
戒酒综合征,白果（干）,do_eat,宜吃
小儿脑挫裂伤,蜂蜜,do_eat,宜吃
异染性脑白质营养不良,芝麻,do_eat,宜吃
肾性水肿,冬瓜,do_eat,宜吃
聚星障,芝麻,do_eat,宜吃
急性弥漫性腹膜炎,葵花子仁,do_eat,宜吃
α-贮存池病,核桃,do_eat,宜吃
神经纤维肉瘤,南瓜子仁,do_eat,宜吃
眶底骨折,鸡蛋,do_eat,宜吃
慢性肾小球肾炎,鸡蛋清,do_eat,宜吃
小儿结核性心包炎,青豆,do_eat,宜吃
继发性痛经,白果（干）,do_eat,宜吃
原发性下肢深静脉瓣膜关闭不全,腰果,do_eat,宜吃
疱疹样脓疱病,莲子,do_eat,宜吃
肠侵袭性大肠埃希杆菌感染,白果（鲜）,do_eat,宜吃
迪格奥尔格综合征,鸡肉,do_eat,宜吃
白细胞减少症和粒细胞缺乏症,鹅肉,do_eat,宜吃
老年人甲状腺功能亢进症,芝麻,do_eat,宜吃
口角炎,栗子（熟）,do_eat,宜吃
急腹症,南瓜子仁,do_eat,宜吃
胃节律紊乱综合征,葵花子仁,do_eat,宜吃
咽部灼伤,莲子,do_eat,宜吃
晒伤,鸡蛋,do_eat,宜吃
肠系膜上动脉压迫综合征,栗子（熟）,do_eat,宜吃
汽油、煤油中毒,鹿肉,do_eat,宜吃
肢骨纹状肥大,南瓜子仁,do_eat,宜吃
绿脓杆菌性角膜溃疡,鸡蛋,do_eat,宜吃
小儿洋地黄中毒,莲子,do_eat,宜吃
非依赖性物质伴发依赖,鸡蛋,do_eat,宜吃
结肠腺癌,白菜,do_eat,宜吃
上呼吸道感染,莲子,do_eat,宜吃
急性盆腔炎,葵花子仁,do_eat,宜吃
远端肾小管性酸中毒,鸡蛋,do_eat,宜吃
长Q-T间期综合征,鸽蛋,do_eat,宜吃
脑囊肿,小白菜,do_eat,宜吃
神经鞘源性肿瘤,鹅,do_eat,宜吃
舌下腺囊肿,鸡肉,do_eat,宜吃
化学液体吸入,鸡蛋,do_eat,宜吃
绿脓假单胞菌属感染,蜂蜜,do_eat,宜吃
小儿变应性鼻炎,芝麻,do_eat,宜吃
老年人肺炎,葵花子仁,do_eat,宜吃
强酸、强碱中毒,栗子（熟）,do_eat,宜吃
分泌性中耳炎,莲子,do_eat,宜吃
筋痹,鸡肉,do_eat,宜吃
急性喉炎,花生,do_eat,宜吃
泪腺肉样瘤病,芝麻,do_eat,宜吃
蛋白丧失胃肠综合征,腰果,do_eat,宜吃
基底细胞瘤,南瓜子仁,do_eat,宜吃
疖与疖病,芝麻,do_eat,宜吃
酒精性脑萎缩,莲子,do_eat,宜吃
胆石症,鹿肉,do_eat,宜吃
苯丙酮尿症,青豆,do_eat,宜吃
病毒性出血热,莲子,do_eat,宜吃
五氯酚钠中毒,鸭肉,do_eat,宜吃
男性更年期综合症,鸭肉,do_eat,宜吃
小儿溶血尿毒综合征,花生,do_eat,宜吃
轻度脂肪肝,生菜,do_eat,宜吃
避孕后闭经综合征,鸽蛋,do_eat,宜吃
秋燥,鸡蛋,do_eat,宜吃
多形红斑样皮疹,赤砂糖,do_eat,宜吃
柯萨奇病毒和埃可病毒感染,白果（鲜）,do_eat,宜吃
喉气管食管裂,莲子,do_eat,宜吃
残窦综合征,栗子（熟）,do_eat,宜吃
筋痹,鸡蛋,do_eat,宜吃
肥大细胞白血病,腰果,do_eat,宜吃
血管损伤,鸭蛋,do_eat,宜吃
完全性房室传导阻滞,鸡肉,do_eat,宜吃
臀肌挛缩症,腰果,do_eat,宜吃
结肠息肉和息肉病,鸭肝,do_eat,宜吃
Goodpasture综合征,芝麻,do_eat,宜吃
腹股沟肉芽肿,鸡肝,do_eat,宜吃
口腔白斑病,乌骨鸡,do_eat,宜吃
破伤风,鸭肝,do_eat,宜吃
植物神经功能障碍,鸡心,do_eat,宜吃
乙脑伴发的精神障碍,白果（鲜）,do_eat,宜吃
小儿副流感病毒肺炎,腰果,do_eat,宜吃
肺门淋巴结核,青豆,do_eat,宜吃
气管前间隙感染,鸡蛋,do_eat,宜吃
紫外线伤,栗子（鲜）,do_eat,宜吃
小儿急性胰腺炎,南瓜子仁,do_eat,宜吃
相对性红细胞增多症,芝麻,do_eat,宜吃
成纤维性纤维瘤,腰果,do_eat,宜吃
高位截瘫,松子（炒）,do_eat,宜吃
小儿多发性内分泌腺瘤Ⅱ型,鸡蛋,do_eat,宜吃
肘关节脱位,鸡蛋,do_eat,宜吃
枕骨大孔脑膜瘤,鸡蛋,do_eat,宜吃
脾大,鸭翅,do_eat,宜吃
赖特综合征性巩膜炎,鸡血,do_eat,宜吃
髋关节脱位,鸡肉,do_eat,宜吃
恶性组织细胞病,鹅肉,do_eat,宜吃
胫骨平台骨折,青豆,do_eat,宜吃
